"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","Method Description","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"01/11/2026","AQS","360810124","4","4","ug/m3 LC","22","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/12/2026","AQS","360810124","4","5.1","ug/m3 LC","28","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/13/2026","AQS","360810124","4","9.3","ug/m3 LC","51","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/14/2026","AQS","360810124","4","15.2","ug/m3 LC","62","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/15/2026","AQS","360810124","4","8.9","ug/m3 LC","49","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/16/2026","AQS","360810124","4","4.6","ug/m3 LC","26","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/17/2026","AQS","360810124","4","12.8","ug/m3 LC","58","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/18/2026","AQS","360810124","4","23.2","ug/m3 LC","77","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/19/2026","AQS","360810124","4","9.6","ug/m3 LC","52","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/20/2026","AQS","360810124","4","6.3","ug/m3 LC","35","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/21/2026","AQS","360810124","4","5.8","ug/m3 LC","32","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/22/2026","AQS","360810124","4","9.5","ug/m3 LC","52","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/23/2026","AQS","360810124","4","4.5","ug/m3 LC","25","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/24/2026","AQS","360810124","4","3.3","ug/m3 LC","18","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/25/2026","AQS","360810124","4","4.3","ug/m3 LC","24","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/26/2026","AQS","360810124","4","4.9","ug/m3 LC","27","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/27/2026","AQS","360810124","4","7.5","ug/m3 LC","42","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/28/2026","AQS","360810124","4","13.2","ug/m3 LC","59","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/29/2026","AQS","360810124","4","10.3","ug/m3 LC","53","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/30/2026","AQS","360810124","4","3.6","ug/m3 LC","20","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/31/2026","AQS","360810124","4","6.1","ug/m3 LC","34","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/01/2026","AirNow","360810124","4","4.3","ug/m3 LC","24","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/02/2026","AirNow","360810124","4","4.4","ug/m3 LC","24","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/03/2026","AirNow","360810124","4","11.8","ug/m3 LC","56","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/04/2026","AirNow","360810124","4","10","ug/m3 LC","53","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/05/2026","AirNow","360810124","4","8.2","ug/m3 LC","46","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/06/2026","AirNow","360810124","4","10.2","ug/m3 LC","53","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/07/2026","AirNow","360810124","4","12.7","ug/m3 LC","58","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/08/2026","AirNow","360810124","4","4.7","ug/m3 LC","26","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/09/2026","AirNow","360810124","4","6.9","ug/m3 LC","38","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/10/2026","AirNow","360810124","4","11.9","ug/m3 LC","56","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/11/2026","AirNow","360810124","4","13.1","ug/m3 LC","58","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/12/2026","AirNow","360810124","4","3.3","ug/m3 LC","18","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/13/2026","AirNow","360810124","4","5.5","ug/m3 LC","31","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/14/2026","AirNow","360810124","4","15.9","ug/m3 LC","64","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/15/2026","AirNow","360810124","4","19.6","ug/m3 LC","71","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/16/2026","AirNow","360810124","4","5.9","ug/m3 LC","33","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/17/2026","AirNow","360810124","4","29.5","ug/m3 LC","89","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/18/2026","AirNow","360810124","4","31.2","ug/m3 LC","92","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/19/2026","AirNow","360810124","4","10.5","ug/m3 LC","54","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/20/2026","AirNow","360810124","4","5.3","ug/m3 LC","29","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/21/2026","AirNow","360810124","4","7","ug/m3 LC","39","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/22/2026","AirNow","360810124","4","5.9","ug/m3 LC","33","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/23/2026","AirNow","360810124","4","2.5","ug/m3 LC","14","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/24/2026","AirNow","360810124","4","4.2","ug/m3 LC","23","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/25/2026","AirNow","360810124","4","15.7","ug/m3 LC","63","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/26/2026","AirNow","360810124","4","22.6","ug/m3 LC","76","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/27/2026","AirNow","360810124","4","8.5","ug/m3 LC","47","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"02/28/2026","AirNow","360810124","4","13.8","ug/m3 LC","60","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/01/2026","AirNow","360810124","4","7.5","ug/m3 LC","42","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/02/2026","AirNow","360810124","4","3.7","ug/m3 LC","21","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/03/2026","AirNow","360810124","4","5.8","ug/m3 LC","32","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/04/2026","AirNow","360810124","4","14.9","ug/m3 LC","62","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/05/2026","AirNow","360810124","4","12.7","ug/m3 LC","58","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/06/2026","AirNow","360810124","4","4.1","ug/m3 LC","23","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/07/2026","AirNow","360810124","4","10.2","ug/m3 LC","53","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/08/2026","AirNow","360810124","4","13.5","ug/m3 LC","59","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/09/2026","AirNow","360810124","4","8.5","ug/m3 LC","47","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/10/2026","AirNow","360810124","4","13.5","ug/m3 LC","59","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/11/2026","AirNow","360810124","4","17.2","ug/m3 LC","66","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/12/2026","AirNow","360810124","4","10.6","ug/m3 LC","54","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/13/2026","AirNow","360810124","4","4.9","ug/m3 LC","27","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/14/2026","AirNow","360810124","4","4.8","ug/m3 LC","27","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/15/2026","AirNow","360810124","4","4.9","ug/m3 LC","27","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/16/2026","AirNow","360810124","4","4.4","ug/m3 LC","24","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/17/2026","AirNow","360810124","4","2","ug/m3 LC","11","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/18/2026","AirNow","360810124","4","3.7","ug/m3 LC","21","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/19/2026","AirNow","360810124","4","4.9","ug/m3 LC","27","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/20/2026","AirNow","360810124","4","11.2","ug/m3 LC","55","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/21/2026","AirNow","360810124","4","9.5","ug/m3 LC","52","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/22/2026","AirNow","360810124","4","12.7","ug/m3 LC","58","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/23/2026","AirNow","360810124","4","5.4","ug/m3 LC","30","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/24/2026","AirNow","360810124","4","4","ug/m3 LC","22","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/25/2026","AirNow","360810124","4","8.3","ug/m3 LC","46","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/26/2026","AirNow","360810124","4","14.8","ug/m3 LC","62","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/27/2026","AirNow","360810124","4","6","ug/m3 LC","33","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/28/2026","AirNow","360810124","4","4.2","ug/m3 LC","23","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/29/2026","AirNow","360810124","4","6.2","ug/m3 LC","34","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/30/2026","AirNow","360810124","4","8.2","ug/m3 LC","46","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"03/31/2026","AirNow","360810124","4","13.9","ug/m3 LC","60","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"04/01/2026","AirNow","360810124","4","8.3","ug/m3 LC","46","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"04/02/2026","AirNow","360810124","4","3.9","ug/m3 LC","22","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"04/03/2026","AirNow","360810124","4","8","ug/m3 LC","44","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"04/04/2026","AirNow","360810124","4","9.7","ug/m3 LC","52","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"04/05/2026","AirNow","360810124","4","6.5","ug/m3 LC","36","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"04/06/2026","AirNow","360810124","4","4","ug/m3 LC","22","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"04/07/2026","AirNow","360810124","4","4.4","ug/m3 LC","24","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"04/08/2026","AirNow","360810124","4","4.3","ug/m3 LC","24","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"04/09/2026","AirNow","360810124","4","6","ug/m3 LC","33","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"04/10/2026","AirNow","360810124","4","10.1","ug/m3 LC","53","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"04/11/2026","AirNow","360810124","4","4.5","ug/m3 LC","25","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"04/12/2026","AirNow","360810124","4","5.5","ug/m3 LC","31","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"04/13/2026","AirNow","360810124","4","12.8","ug/m3 LC","58","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"04/14/2026","AirNow","360810124","4","11.4","ug/m3 LC","55","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"04/15/2026","AirNow","360810124","4","10.4","ug/m3 LC","53","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"04/16/2026","AirNow","360810124","4","16.4","ug/m3 LC","65","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"04/17/2026","AirNow","360810124","4","5.1","ug/m3 LC","28","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"04/18/2026","AirNow","360810124","4","4.8","ug/m3 LC","27","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"04/19/2026","AirNow","360810124","4","3.5","ug/m3 LC","19","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"04/20/2026","AirNow","360810124","4","4.2","ug/m3 LC","23","QUEENS COLLEGE 2","1","100.0000","88101","PM2.5 - Local Conditions","","","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.73614","-73.82153"
"01/01/2026","AQS","360810125","4","4.9","ug/m3 LC","27","Queens College Near Road","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/02/2026","AQS","360810125","4","6.7","ug/m3 LC","37","Queens College Near Road","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/03/2026","AQS","360810125","4","6.7","ug/m3 LC","37","Queens College Near Road","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/04/2026","AQS","360810125","4","6.3","ug/m3 LC","35","Queens College Near Road","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/05/2026","AQS","360810125","4","6.8","ug/m3 LC","38","Queens College Near Road","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"01/06/2026","AQS","360810125","4","21.3","ug/m3 LC","74","Queens College Near Road","1","100.0000","88101","PM2.5 - Local Conditions","636","Teledyne T640 at 5.0 LPM w/Network Data Alignment enabled","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
